2.840000000000000000e+02,2.960000000000000000e+02,2.450000000000000000e+02,2.850000000000000000e+02,2.760000000000000000e+02,2.750000000000000000e+02,2.790000000000000000e+02
2.860000000000000000e+02,3.110000000000000000e+02,2.610000000000000000e+02,2.970000000000000000e+02,2.940000000000000000e+02,3.280000000000000000e+02,3.250000000000000000e+02
3.130000000000000000e+02,3.410000000000000000e+02,2.960000000000000000e+02,3.260000000000000000e+02,3.180000000000000000e+02,3.440000000000000000e+02,3.450000000000000000e+02
3.410000000000000000e+02,3.600000000000000000e+02,3.150000000000000000e+02,3.450000000000000000e+02,3.420000000000000000e+02,3.600000000000000000e+02,3.620000000000000000e+02
2.960000000000000000e+02,3.140000000000000000e+02,2.680000000000000000e+02,3.030000000000000000e+02,3.000000000000000000e+02,2.960000000000000000e+02,2.980000000000000000e+02
3.130000000000000000e+02,3.430000000000000000e+02,3.000000000000000000e+02,3.490000000000000000e+02,3.470000000000000000e+02,3.130000000000000000e+02,3.080000000000000000e+02
2.660000000000000000e+02,2.940000000000000000e+02,2.480000000000000000e+02,2.950000000000000000e+02,3.020000000000000000e+02,2.680000000000000000e+02,2.590000000000000000e+02
3.370000000000000000e+02,3.790000000000000000e+02,3.100000000000000000e+02,3.610000000000000000e+02,3.600000000000000000e+02,3.270000000000000000e+02,3.230000000000000000e+02
3.580000000000000000e+02,3.870000000000000000e+02,3.140000000000000000e+02,3.560000000000000000e+02,3.370000000000000000e+02,3.140000000000000000e+02,3.130000000000000000e+02
3.330000000000000000e+02,3.700000000000000000e+02,2.940000000000000000e+02,3.190000000000000000e+02,3.090000000000000000e+02,2.960000000000000000e+02,2.910000000000000000e+02
3.100000000000000000e+02,3.430000000000000000e+02,2.800000000000000000e+02,3.050000000000000000e+02,2.970000000000000000e+02,2.790000000000000000e+02,2.750000000000000000e+02
