2.830000000000000000e+02,3.080000000000000000e+02,2.570000000000000000e+02,2.530000000000000000e+02,2.440000000000000000e+02,2.690000000000000000e+02,2.790000000000000000e+02
2.860000000000000000e+02,3.260000000000000000e+02,2.830000000000000000e+02,2.630000000000000000e+02,2.650000000000000000e+02,3.260000000000000000e+02,3.280000000000000000e+02
3.360000000000000000e+02,3.820000000000000000e+02,3.390000000000000000e+02,3.080000000000000000e+02,3.020000000000000000e+02,3.490000000000000000e+02,3.540000000000000000e+02
3.610000000000000000e+02,4.080000000000000000e+02,3.590000000000000000e+02,3.180000000000000000e+02,3.140000000000000000e+02,3.660000000000000000e+02,3.700000000000000000e+02
3.170000000000000000e+02,3.590000000000000000e+02,3.150000000000000000e+02,2.720000000000000000e+02,2.650000000000000000e+02,3.020000000000000000e+02,3.050000000000000000e+02
3.020000000000000000e+02,3.470000000000000000e+02,3.060000000000000000e+02,2.700000000000000000e+02,2.620000000000000000e+02,2.870000000000000000e+02,2.890000000000000000e+02
2.420000000000000000e+02,2.760000000000000000e+02,2.280000000000000000e+02,2.070000000000000000e+02,2.080000000000000000e+02,2.270000000000000000e+02,2.290000000000000000e+02
3.130000000000000000e+02,3.610000000000000000e+02,2.920000000000000000e+02,2.630000000000000000e+02,2.590000000000000000e+02,2.860000000000000000e+02,2.950000000000000000e+02
3.570000000000000000e+02,3.880000000000000000e+02,3.160000000000000000e+02,2.790000000000000000e+02,2.770000000000000000e+02,3.010000000000000000e+02,3.040000000000000000e+02
3.390000000000000000e+02,3.840000000000000000e+02,3.100000000000000000e+02,2.820000000000000000e+02,2.760000000000000000e+02,2.980000000000000000e+02,3.000000000000000000e+02
3.140000000000000000e+02,3.510000000000000000e+02,2.970000000000000000e+02,2.720000000000000000e+02,2.710000000000000000e+02,2.810000000000000000e+02,2.800000000000000000e+02
