2.290000000000000000e+02,1.930000000000000000e+02,1.960000000000000000e+02,2.240000000000000000e+02,2.160000000000000000e+02,1.930000000000000000e+02,2.160000000000000000e+02
2.310000000000000000e+02,2.000000000000000000e+02,2.120000000000000000e+02,2.270000000000000000e+02,2.210000000000000000e+02,2.050000000000000000e+02,2.220000000000000000e+02
3.020000000000000000e+02,2.460000000000000000e+02,2.590000000000000000e+02,2.740000000000000000e+02,2.700000000000000000e+02,2.490000000000000000e+02,2.580000000000000000e+02
3.260000000000000000e+02,2.710000000000000000e+02,2.850000000000000000e+02,2.950000000000000000e+02,2.900000000000000000e+02,2.730000000000000000e+02,2.800000000000000000e+02
2.890000000000000000e+02,2.310000000000000000e+02,2.430000000000000000e+02,2.530000000000000000e+02,2.530000000000000000e+02,2.340000000000000000e+02,2.440000000000000000e+02
2.940000000000000000e+02,2.370000000000000000e+02,2.650000000000000000e+02,2.650000000000000000e+02,2.620000000000000000e+02,2.430000000000000000e+02,2.490000000000000000e+02
2.030000000000000000e+02,1.720000000000000000e+02,1.880000000000000000e+02,1.930000000000000000e+02,1.970000000000000000e+02,1.860000000000000000e+02,1.850000000000000000e+02
2.850000000000000000e+02,2.340000000000000000e+02,2.590000000000000000e+02,2.640000000000000000e+02,2.540000000000000000e+02,2.430000000000000000e+02,2.540000000000000000e+02
2.960000000000000000e+02,2.440000000000000000e+02,2.710000000000000000e+02,2.720000000000000000e+02,2.600000000000000000e+02,2.430000000000000000e+02,2.510000000000000000e+02
2.710000000000000000e+02,2.170000000000000000e+02,2.430000000000000000e+02,2.470000000000000000e+02,2.440000000000000000e+02,2.340000000000000000e+02,2.380000000000000000e+02
2.490000000000000000e+02,2.040000000000000000e+02,2.310000000000000000e+02,2.360000000000000000e+02,2.330000000000000000e+02,2.170000000000000000e+02,2.140000000000000000e+02
